Year,Age,Ethnic,Sex,Area,count
2018,4,1,1,9999,20211
2018,4,1,1,77,20208
2018,4,1,2,1,816
2018,4,1,2,2,5043
2018,4,1,2,3,2223
2018,4,1,2,4,1413
2018,4,1,2,5,189
2018,4,1,2,6,801
2018,4,1,2,7,693
2018,4,1,2,8,1131
2018,4,1,2,9,2163
2018,4,1,2,12,168
2018,4,1,2,13,2682
2018,4,1,2,14,1059
2018,4,1,2,15,531
2018,4,1,2,16,255
2018,4,1,2,17,255
2018,4,1,2,18,249
2018,4,1,2,99,..C
2018,4,1,2,9999,19674
2018,4,1,2,77,19671
2018,4,1,9,1,1605
2018,4,1,9,2,10356
2018,4,1,9,3,4410
2018,4,1,9,4,2853
2018,4,1,9,5,390
2018,4,1,9,6,1584
2018,4,1,9,7,1347
2018,4,1,9,8,2313
2018,4,1,9,9,4392
2018,4,1,9,12,333
2018,4,1,9,13,5547
2018,4,1,9,14,2127
2018,4,1,9,15,1110
2018,4,1,9,16,549
2018,4,1,9,17,504
2018,4,1,9,18,456
2018,4,1,9,99,..C
2018,4,1,9,9999,39885
2018,4,1,9,77,39879
2018,4,2,1,1,678
2018,4,2,1,2,1971
2018,4,2,1,3,1191
2018,4,2,1,4,930
2018,4,2,1,5,222
2018,4,2,1,6,522
2018,4,2,1,7,285
2018,4,2,1,8,567
2018,4,2,1,9,741
2018,4,2,1,12,36
2018,4,2,1,13,630
2018,4,2,1,14,219
2018,4,2,1,15,168
2018,4,2,1,16,54
2018,4,2,1,17,51
2018,4,2,1,18,60
2018,4,2,1,99,..C
2018,4,2,1,9999,8328
2018,4,2,1,77,8325
2018,4,2,2,1,648
2018,4,2,2,2,1842
2018,4,2,2,3,1104
2018,4,2,2,4,927
2018,4,2,2,5,243
2018,4,2,2,6,486
2018,4,2,2,7,252
2018,4,2,2,8,555
2018,4,2,2,9,732
2018,4,2,2,12,54
2018,4,2,2,13,624
2018,4,2,2,14,213
2018,4,2,2,15,162
2018,4,2,2,16,45
2018,4,2,2,17,63
2018,4,2,2,18,69
2018,4,2,2,99,..C
2018,4,2,2,9999,8022
2018,4,2,2,77,8022
2018,4,2,9,1,1326
2018,4,2,9,2,3813
2018,4,2,9,3,2295
2018,4,2,9,4,1857
2018,4,2,9,5,465
2018,4,2,9,6,1011
2018,4,2,9,7,537
2018,4,2,9,8,1122
2018,4,2,9,9,1476
2018,4,2,9,12,90
2018,4,2,9,13,1254
2018,4,2,9,14,432
2018,4,2,9,15,330
2018,4,2,9,16,99
2018,4,2,9,17,114
2018,4,2,9,18,129
2018,4,2,9,99,..C
2018,4,2,9,9999,16350
2018,4,2,9,77,16344
2018,4,3,1,1,99
2018,4,3,1,2,2697
2018,4,3,1,3,273
2018,4,3,1,4,147
2018,4,3,1,5,33
2018,4,3,1,6,144
2018,4,3,1,7,33
2018,4,3,1,8,159
2018,4,3,1,9,459
2018,4,3,1,12,12
2018,4,3,1,13,234
2018,4,3,1,14,63
2018,4,3,1,15,27
2018,4,3,1,16,6
2018,4,3,1,17,9
2018,4,3,1,18,18
2018,4,3,1,99,..C
2018,4,3,1,9999,4410
2018,4,3,1,77,4410
2018,4,3,2,1,123
2018,4,3,2,2,2511
2018,4,3,2,3,270
2018,4,3,2,4,156
2018,4,3,2,5,18
2018,4,3,2,6,108
2018,4,3,2,7,33
2018,4,3,2,8,129
2018,4,3,2,9,450
2018,4,3,2,12,3
2018,4,3,2,13,210
2018,4,3,2,14,69
2018,4,3,2,15,27
2018,4,3,2,16,9
2018,4,3,2,17,18
2018,4,3,2,18,12
2018,4,3,2,99,..C
2018,4,3,2,9999,4152
2018,4,3,2,77,4152
2018,4,3,9,1,219
2018,4,3,9,2,5205
2018,4,3,9,3,543
2018,4,3,9,4,306
2018,4,3,9,5,51
2018,4,3,9,6,255
2018,4,3,9,7,69
2018,4,3,9,8,288
2018,4,3,9,9,909
2018,4,3,9,12,15
2018,4,3,9,13,444
2018,4,3,9,14,129
2018,4,3,9,15,54
2018,4,3,9,16,15
2018,4,3,9,17,27
2018,4,3,9,18,33
2018,4,3,9,99,..C
2018,4,3,9,9999,8562
2018,4,3,9,77,8562
2018,4,4,1,1,60
2018,4,4,1,2,3141
2018,4,4,1,3,351
2018,4,4,1,4,207
2018,4,4,1,5,12
2018,4,4,1,6,72
2018,4,4,1,7,66
2018,4,4,1,8,129
2018,4,4,1,9,492
2018,4,4,1,12,12
2018,4,4,1,13,510
2018,4,4,1,14,105
2018,4,4,1,15,54
2018,4,4,1,16,12
2018,4,4,1,17,33
2018,4,4,1,18,12
2018,4,4,1,99,..C
2018,4,4,1,9999,5265
2018,4,4,1,77,5265
2018,4,4,2,1,57
2018,4,4,2,2,3030
2018,4,4,2,3,363
2018,4,4,2,4,171
2018,4,4,2,5,12
2018,4,4,2,6,63
2018,4,4,2,7,51
2018,4,4,2,8,120
2018,4,4,2,9,501
2018,4,4,2,12,6
2018,4,4,2,13,480
2018,4,4,2,14,90
2018,4,4,2,15,51
2018,4,4,2,16,9
2018,4,4,2,17,36
2018,4,4,2,18,21
2018,4,4,2,99,..C
2018,4,4,2,9999,5058
2018,4,4,2,77,5058
2018,4,4,9,1,117
2018,4,4,9,2,6171
2018,4,4,9,3,714
2018,4,4,9,4,378
2018,4,4,9,5,24
2018,4,4,9,6,132
2018,4,4,9,7,117
2018,4,4,9,8,249
2018,4,4,9,9,990
2018,4,4,9,12,15
2018,4,4,9,13,987
2018,4,4,9,14,195
2018,4,4,9,15,105
2018,4,4,9,16,24
2018,4,4,9,17,72
2018,4,4,9,18,33
2018,4,4,9,99,..C
2018,4,4,9,9999,10323
2018,4,4,9,77,10323
2018,4,5,1,1,9
2018,4,5,1,2,303
2018,4,5,1,3,66
2018,4,5,1,4,18
2018,4,5,1,5,3
2018,4,5,1,6,12
2018,4,5,1,7,6
2018,4,5,1,8,18
2018,4,5,1,9,96
2018,4,5,1,12,3
2018,4,5,1,13,63
2018,4,5,1,14,36
2018,4,5,1,15,9
2018,4,5,1,16,3
2018,4,5,1,17,6
2018,4,5,1,18,6
2018,4,5,1,99,..C
2018,4,5,1,9999,648
2018,4,5,1,77,648
2018,4,5,2,1,9
2018,4,5,2,2,309
2018,4,5,2,3,63
2018,4,5,2,4,27
2018,4,5,2,5,3
2018,4,5,2,6,9
2018,4,5,2,7,6
2018,4,5,2,8,21
2018,4,5,2,9,72
2018,4,5,2,12,0
2018,4,5,2,13,57
2018,4,5,2,14,33
2018,4,5,2,15,6
2018,4,5,2,16,6
2018,4,5,2,17,6
2018,4,5,2,18,9
2018,4,5,2,99,..C
2018,4,5,2,9999,633
2018,4,5,2,77,633
2018,4,5,9,1,15
2018,4,5,9,2,615
2018,4,5,9,3,126
2018,4,5,9,4,42
2018,4,5,9,5,6
2018,4,5,9,6,18
2018,4,5,9,7,12
2018,4,5,9,8,42
2018,4,5,9,9,165
2018,4,5,9,12,0
2018,4,5,9,13,120
2018,4,5,9,14,66
2018,4,5,9,15,15
2018,4,5,9,16,6
2018,4,5,9,17,9
2018,4,5,9,18,12
2018,4,5,9,99,..C
2018,4,5,9,9999,1278
2018,4,5,9,77,1278
2018,4,6,1,1,3
2018,4,6,1,2,120
2018,4,6,1,3,33
2018,4,6,1,4,18
2018,4,6,1,5,3
2018,4,6,1,6,15
2018,4,6,1,7,9
2018,4,6,1,8,27
2018,4,6,1,9,57
2018,4,6,1,12,3
2018,4,6,1,13,51
2018,4,6,1,14,15
2018,4,6,1,15,6
2018,4,6,1,16,3
2018,4,6,1,17,6
2018,4,6,1,18,0
2018,4,6,1,99,..C
2018,4,6,1,9999,366
2018,4,6,1,77,366
2018,4,6,2,1,9
2018,4,6,2,2,111
2018,4,6,2,3,33
2018,4,6,2,4,21
2018,4,6,2,5,3
2018,4,6,2,6,6
2018,4,6,2,7,6
2018,4,6,2,8,15
2018,4,6,2,9,48
2018,4,6,2,12,0
2018,4,6,2,13,48
2018,4,6,2,14,24
2018,4,6,2,15,3
2018,4,6,2,16,3
2018,4,6,2,17,9
2018,4,6,2,18,3
2018,4,6,2,99,..C
2018,4,6,2,9999,345
2018,4,6,2,77,345
2018,4,6,9,1,12
2018,4,6,9,2,231
2018,4,6,9,3,66
2018,4,6,9,4,39
2018,4,6,9,5,6
2018,4,6,9,6,21
2018,4,6,9,7,18
2018,4,6,9,8,42
2018,4,6,9,9,105
2018,4,6,9,12,3
2018,4,6,9,13,102
2018,4,6,9,14,39
2018,4,6,9,15,12
2018,4,6,9,16,6
2018,4,6,9,17,12
2018,4,6,9,18,3
2018,4,6,9,99,..C
2018,4,6,9,9999,711
2018,4,6,9,77,711
2018,4,9,1,1,0
2018,4,9,1,2,3
2018,4,9,1,3,0
2018,4,9,1,4,0
2018,4,9,1,5,0
2018,4,9,1,6,0
2018,4,9,1,7,0
2018,4,9,1,8,0
2018,4,9,1,9,0
2018,4,9,1,12,3
2018,4,9,1,13,3
2018,4,9,1,14,0
2018,4,9,1,15,0
2018,4,9,1,16,0
2018,4,9,1,17,0
2018,4,9,1,18,0
2018,4,9,1,99,..C
2018,4,9,1,9999,6
2018,4,9,1,77,6
2018,4,9,2,1,0
2018,4,9,2,2,0
2018,4,9,2,3,0
2018,4,9,2,4,0
2018,4,9,2,5,0
2018,4,9,2,6,0
2018,4,9,2,7,0
2018,4,9,2,8,0
2018,4,9,2,9,0
2018,4,9,2,12,3
2018,4,9,2,13,3
2018,4,9,2,14,0
2018,4,9,2,15,0
2018,4,9,2,16,0
2018,4,9,2,17,0
2018,4,9,2,18,3
2018,4,9,2,99,..C
2018,4,9,2,9999,6
2018,4,9,2,77,6
2018,4,9,9,1,0
2018,4,9,9,2,3
2018,4,9,9,3,0
2018,4,9,9,4,0
2018,4,9,9,5,0
2018,4,9,9,6,0
2018,4,9,9,7,0
2018,4,9,9,8,0
2018,4,9,9,9,0
2018,4,9,9,12,3
2018,4,9,9,13,3
2018,4,9,9,14,0
2018,4,9,9,15,0
2018,4,9,9,16,0
2018,4,9,9,17,0
2018,4,9,9,18,3
2018,4,9,9,99,..C
2018,4,9,9,9999,12
2018,4,9,9,77,12
2018,4,77,1,1,1197
2018,4,77,1,2,10734
2018,4,77,1,3,3132
2018,4,77,1,4,2109
2018,4,77,1,5,363
2018,4,77,1,6,1179
2018,4,77,1,7,813
2018,4,77,1,8,1578
2018,4,77,1,9,3156
2018,4,77,1,12,183
2018,4,77,1,13,3609
2018,4,77,1,14,1254
2018,4,77,1,15,678
2018,4,77,1,16,315
2018,4,77,1,17,291
2018,4,77,1,18,243
2018,4,77,1,99,..C
2018,4,77,1,9999,30843
2018,4,77,1,77,30840
2018,4,77,2,1,1188
2018,4,77,2,2,10104
2018,4,77,2,3,3111
2018,4,77,2,4,2043
2018,4,77,2,5,351
2018,4,77,2,6,1137
2018,4,77,2,7,810
2018,4,77,2,8,1470
2018,4,77,2,9,3018
2018,4,77,2,12,186
2018,4,77,2,13,3360
2018,4,77,2,14,1224
2018,4,77,2,15,624
2018,4,77,2,16,270
2018,4,77,2,17,306
2018,4,77,2,18,294
2018,4,77,2,99,..C
2018,4,77,2,9999,29493
2018,4,77,2,77,29490
2018,4,77,9,1,2385
2018,4,77,9,2,20838
2018,4,77,9,3,6243
2018,4,77,9,4,4152
2018,4,77,9,5,714
2018,4,77,9,6,2316
2018,4,77,9,7,1620
2018,4,77,9,8,3048
2018,4,77,9,9,6174
2018,4,77,9,12,369
2018,4,77,9,13,6969
2018,4,77,9,14,2475
2018,4,77,9,15,1305
2018,4,77,9,16,582
2018,4,77,9,17,600
2018,4,77,9,18,537
2018,4,77,9,99,6
2018,4,77,9,9999,60336
2018,4,77,9,77,60330
2018,4,9999,1,1,1200
2018,4,9999,1,2,10740
2018,4,9999,1,3,3132
2018,4,9999,1,4,2109
2018,4,9999,1,5,363
2018,4,9999,1,6,1179
2018,4,9999,1,7,813
2018,4,9999,1,8,1578
2018,4,9999,1,9,3156
2018,4,9999,1,12,183
2018,4,9999,1,13,3612
2018,4,9999,1,14,1254
2018,4,9999,1,15,678
2018,4,9999,1,16,315
2018,4,9999,1,17,291
2018,4,9999,1,18,243
2018,4,9999,1,99,3
2018,4,9999,1,9999,30852
2018,4,9999,1,77,30846
2018,4,9999,2,1,1188
2018,4,9999,2,2,10104
2018,4,9999,2,3,3114
2018,4,9999,2,4,2043
2018,4,9999,2,5,351
2018,4,9999,2,6,1137
2018,4,9999,2,7,810
2018,4,9999,2,8,1470
2018,4,9999,2,9,3018
2018,4,9999,2,12,189
2018,4,9999,2,13,3363
2018,4,9999,2,14,1224
2018,4,9999,2,15,624
2018,4,9999,2,16,270
2018,4,9999,2,17,306
2018,4,9999,2,18,297
2018,4,9999,2,99,3
2018,4,9999,2,9999,29499
2018,4,9999,2,77,29499
2018,4,9999,9,1,2385
2018,4,9999,9,2,20841
2018,4,9999,9,3,6243
2018,4,9999,9,4,4152
2018,4,9999,9,5,714
2018,4,9999,9,6,2316
2018,4,9999,9,7,1620
2018,4,9999,9,8,3048
2018,4,9999,9,9,6177
2018,4,9999,9,12,372
2018,4,9999,9,13,6972
2018,4,9999,9,14,2475
2018,4,9999,9,15,1305
2018,4,9999,9,16,582
2018,4,9999,9,17,600
2018,4,9999,9,18,537
2018,4,9999,9,99,6
2018,4,9999,9,9999,60348
2018,4,9999,9,77,60345
2018,5,1,1,1,882
2018,5,1,1,2,5631
2018,5,1,1,3,2394
2018,5,1,1,4,1503
2018,5,1,1,5,207
2018,5,1,1,6,849
2018,5,1,1,7,744
2018,5,1,1,8,1308
2018,5,1,1,9,2424
2018,5,1,1,12,177
2018,5,1,1,13,2997
2018,5,1,1,14,1146
2018,5,1,1,15,585
2018,5,1,1,16,273
2018,5,1,1,17,267
2018,5,1,1,18,237
2018,5,1,1,99,..C
2018,5,1,1,9999,21624
2018,5,1,1,77,21624
2018,5,1,2,1,855
2018,5,1,2,2,5217
2018,5,1,2,3,2331
2018,5,1,2,4,1524
2018,5,1,2,5,204
2018,5,1,2,6,876
2018,5,1,2,7,675
2018,5,1,2,8,1212
2018,5,1,2,9,2271
2018,5,1,2,12,159
2018,5,1,2,13,2901
2018,5,1,2,14,1107
2018,5,1,2,15,552
2018,5,1,2,16,282
2018,5,1,2,17,225
2018,5,1,2,18,252
2018,5,1,2,99,6
2018,5,1,2,9999,20655
2018,5,1,2,77,20649
2018,5,1,9,1,1737
2018,5,1,9,2,10851
2018,5,1,9,3,4728
2018,5,1,9,4,3027
2018,5,1,9,5,414
2018,5,1,9,6,1722
2018,5,1,9,7,1416
2018,5,1,9,8,2523
2018,5,1,9,9,4698
2018,5,1,9,12,339
2018,5,1,9,13,5901
2018,5,1,9,14,2250
2018,5,1,9,15,1137
2018,5,1,9,16,552
2018,5,1,9,17,492
2018,5,1,9,18,489
2018,5,1,9,99,9
2018,5,1,9,9999,42279
2018,5,1,9,77,42270
2018,5,2,1,1,726
2018,5,2,1,2,2121
2018,5,2,1,3,1272
2018,5,2,1,4,1032
2018,5,2,1,5,249
2018,5,2,1,6,501
2018,5,2,1,7,303
2018,5,2,1,8,651
2018,5,2,1,9,840
2018,5,2,1,12,45
2018,5,2,1,13,621
2018,5,2,1,14,213
2018,5,2,1,15,180
2018,5,2,1,16,48
2018,5,2,1,17,75
2018,5,2,1,18,75
2018,5,2,1,99,..C
2018,5,2,1,9999,8958
2018,5,2,1,77,8955
2018,5,2,2,1,708
2018,5,2,2,2,1917
2018,5,2,2,3,1266
2018,5,2,2,4,972
2018,5,2,2,5,249
2018,5,2,2,6,552
2018,5,2,2,7,249
2018,5,2,2,8,597
2018,5,2,2,9,711
2018,5,2,2,12,39
2018,5,2,2,13,618
2018,5,2,2,14,228
2018,5,2,2,15,171
2018,5,2,2,16,42
2018,5,2,2,17,48
2018,5,2,2,18,69
2018,5,2,2,99,6
2018,5,2,2,9999,8445
2018,5,2,2,77,8442
2018,5,2,9,1,1437
2018,5,2,9,2,4035
2018,5,2,9,3,2535
2018,5,2,9,4,2004
2018,5,2,9,5,498
2018,5,2,9,6,1050
2018,5,2,9,7,552
2018,5,2,9,8,1248
2018,5,2,9,9,1548
2018,5,2,9,12,87
2018,5,2,9,13,1239
2018,5,2,9,14,441
2018,5,2,9,15,354
2018,5,2,9,16,90
2018,5,2,9,17,126
2018,5,2,9,18,147
2018,5,2,9,99,9
2018,5,2,9,9999,17406
2018,5,2,9,77,17397
2018,5,3,1,1,117
2018,5,3,1,2,2790
2018,5,3,1,3,294
2018,5,3,1,4,177
2018,5,3,1,5,36
2018,5,3,1,6,120
2018,5,3,1,7,42
2018,5,3,1,8,144
2018,5,3,1,9,468
2018,5,3,1,12,6
2018,5,3,1,13,225
2018,5,3,1,14,72
2018,5,3,1,15,36
2018,5,3,1,16,6
2018,5,3,1,17,24
2018,5,3,1,18,21
2018,5,3,1,99,..C
2018,5,3,1,9999,4575
2018,5,3,1,77,4575
2018,5,3,2,1,126
2018,5,3,2,2,2664
2018,5,3,2,3,279
2018,5,3,2,4,162
2018,5,3,2,5,30
2018,5,3,2,6,120
2018,5,3,2,7,36
2018,5,3,2,8,135
2018,5,3,2,9,432
2018,5,3,2,12,3
2018,5,3,2,13,234
2018,5,3,2,14,75
2018,5,3,2,15,33
2018,5,3,2,16,18
2018,5,3,2,17,15
2018,5,3,2,18,18
2018,5,3,2,99,..C
2018,5,3,2,9999,4374
2018,5,3,2,77,4374
2018,5,3,9,1,243
2018,5,3,9,2,5451
2018,5,3,9,3,570
2018,5,3,9,4,336
2018,5,3,9,5,66
2018,5,3,9,6,240
2018,5,3,9,7,78
2018,5,3,9,8,279
2018,5,3,9,9,903
2018,5,3,9,12,12
2018,5,3,9,13,459
2018,5,3,9,14,147
2018,5,3,9,15,69
2018,5,3,9,16,24
2018,5,3,9,17,39
2018,5,3,9,18,39
2018,5,3,9,99,..C
2018,5,3,9,9999,8952
2018,5,3,9,77,8952
2018,5,4,1,1,63
2018,5,4,1,2,3474
2018,5,4,1,3,423
2018,5,4,1,4,201
2018,5,4,1,5,9
2018,5,4,1,6,75
2018,5,4,1,7,54
2018,5,4,1,8,138
2018,5,4,1,9,576
2018,5,4,1,12,9
2018,5,4,1,13,543
2018,5,4,1,14,105
2018,5,4,1,15,51
2018,5,4,1,16,9
2018,5,4,1,17,33
2018,5,4,1,18,15
2018,5,4,1,99,..C
2018,5,4,1,9999,5784
2018,5,4,1,77,5784
2018,5,4,2,1,78
2018,5,4,2,2,3339
2018,5,4,2,3,420
2018,5,4,2,4,174
2018,5,4,2,5,15
2018,5,4,2,6,66
2018,5,4,2,7,57
2018,5,4,2,8,144
2018,5,4,2,9,549
2018,5,4,2,12,9
2018,5,4,2,13,564
2018,5,4,2,14,111
2018,5,4,2,15,48
2018,5,4,2,16,12
2018,5,4,2,17,45
2018,5,4,2,18,15
2018,5,4,2,99,..C
2018,5,4,2,9999,5643
2018,5,4,2,77,5643
2018,5,4,9,1,141
2018,5,4,9,2,6810
2018,5,4,9,3,843
2018,5,4,9,4,375
2018,5,4,9,5,24
2018,5,4,9,6,141
2018,5,4,9,7,114
2018,5,4,9,8,285
2018,5,4,9,9,1122
2018,5,4,9,12,21
2018,5,4,9,13,1107
2018,5,4,9,14,216
2018,5,4,9,15,102
2018,5,4,9,16,24
2018,5,4,9,17,75
2018,5,4,9,18,30
2018,5,4,9,99,..C
2018,5,4,9,9999,11430
2018,5,4,9,77,11430
2018,5,5,1,1,12
2018,5,5,1,2,297
2018,5,5,1,3,60
2018,5,5,1,4,24
2018,5,5,1,5,3
2018,5,5,1,6,9
2018,5,5,1,7,9
2018,5,5,1,8,18
2018,5,5,1,9,102
2018,5,5,1,12,0
2018,5,5,1,13,66
2018,5,5,1,14,39
2018,5,5,1,15,6
2018,5,5,1,16,3
2018,5,5,1,17,6
2018,5,5,1,18,3
2018,5,5,1,99,..C
2018,5,5,1,9999,666
2018,5,5,1,77,666
2018,5,5,2,1,12
2018,5,5,2,2,318
2018,5,5,2,3,57
2018,5,5,2,4,21
2018,5,5,2,5,3
2018,5,5,2,6,15
2018,5,5,2,7,9
2018,5,5,2,8,12
2018,5,5,2,9,84
2018,5,5,2,12,0
2018,5,5,2,13,66
2018,5,5,2,14,36
2018,5,5,2,15,6
2018,5,5,2,16,3
2018,5,5,2,17,3
2018,5,5,2,18,6
2018,5,5,2,99,..C
2018,5,5,2,9999,654
2018,5,5,2,77,654
2018,5,5,9,1,27
2018,5,5,9,2,618
2018,5,5,9,3,117
2018,5,5,9,4,45
2018,5,5,9,5,6
2018,5,5,9,6,24
2018,5,5,9,7,18
2018,5,5,9,8,33
2018,5,5,9,9,189
2018,5,5,9,12,3
2018,5,5,9,13,132
2018,5,5,9,14,75
2018,5,5,9,15,12
2018,5,5,9,16,3
2018,5,5,9,17,9
2018,5,5,9,18,9
2018,5,5,9,99,..C
2018,5,5,9,9999,1320
2018,5,5,9,77,1320
2018,5,6,1,1,18
2018,5,6,1,2,135
2018,5,6,1,3,36
2018,5,6,1,4,30
2018,5,6,1,5,6
2018,5,6,1,6,9
2018,5,6,1,7,6
2018,5,6,1,8,21
2018,5,6,1,9,54
2018,5,6,1,12,3
2018,5,6,1,13,60
2018,5,6,1,14,18
2018,5,6,1,15,6
2018,5,6,1,16,9
2018,5,6,1,17,6
2018,5,6,1,18,6
2018,5,6,1,99,..C
2018,5,6,1,9999,426
2018,5,6,1,77,426
2018,5,6,2,1,15
2018,5,6,2,2,135
2018,5,6,2,3,39
2018,5,6,2,4,24
2018,5,6,2,5,0
2018,5,6,2,6,9
2018,5,6,2,7,12
2018,5,6,2,8,18
2018,5,6,2,9,57
2018,5,6,2,12,3
2018,5,6,2,13,48
2018,5,6,2,14,21
2018,5,6,2,15,9
2018,5,6,2,16,3
2018,5,6,2,17,3
2018,5,6,2,18,3
2018,5,6,2,99,..C
2018,5,6,2,9999,402
2018,5,6,2,77,402
2018,5,6,9,1,30
2018,5,6,9,2,267
2018,5,6,9,3,72
2018,5,6,9,4,54
2018,5,6,9,5,9
2018,5,6,9,6,18
2018,5,6,9,7,21
2018,5,6,9,8,42
2018,5,6,9,9,111
2018,5,6,9,12,6
2018,5,6,9,13,108
2018,5,6,9,14,42
2018,5,6,9,15,15
2018,5,6,9,16,12
2018,5,6,9,17,9
2018,5,6,9,18,12
2018,5,6,9,99,..C
2018,5,6,9,9999,828
2018,5,6,9,77,828
2018,5,9,1,1,0
2018,5,9,1,2,0
2018,5,9,1,3,3
2018,5,9,1,4,0
2018,5,9,1,5,0
2018,5,9,1,6,0
2018,5,9,1,7,0
2018,5,9,1,8,0
2018,5,9,1,9,0
2018,5,9,1,12,0
2018,5,9,1,13,0
2018,5,9,1,14,0
2018,5,9,1,15,0
2018,5,9,1,16,0
2018,5,9,1,17,0
2018,5,9,1,18,0
2018,5,9,1,99,..C
2018,5,9,1,9999,6
2018,5,9,1,77,6
2018,5,9,2,1,3
2018,5,9,2,2,0
2018,5,9,2,3,0
2018,5,9,2,4,0
2018,5,9,2,5,0
2018,5,9,2,6,3
2018,5,9,2,7,0
2018,5,9,2,8,0
2018,5,9,2,9,0
2018,5,9,2,12,3
2018,5,9,2,13,0
2018,5,9,2,14,0
2018,5,9,2,15,0
2018,5,9,2,16,0
2018,5,9,2,17,0
2018,5,9,2,18,0
2018,5,9,2,99,..C
2018,5,9,2,9999,3
2018,5,9,2,77,3
2018,5,9,9,1,3
2018,5,9,9,2,0
2018,5,9,9,3,3
2018,5,9,9,4,0
2018,5,9,9,5,0
2018,5,9,9,6,3
2018,5,9,9,7,0
2018,5,9,9,8,0
2018,5,9,9,9,0
2018,5,9,9,12,3
2018,5,9,9,13,0
2018,5,9,9,14,0
2018,5,9,9,15,0
2018,5,9,9,16,0
2018,5,9,9,17,0
2018,5,9,9,18,0
2018,5,9,9,99,..C
2018,5,9,9,9999,9
2018,5,9,9,77,9
2018,5,77,1,1,1338
2018,5,77,1,2,11424
2018,5,77,1,3,3444
2018,5,77,1,4,2271
2018,5,77,1,5,378
2018,5,77,1,6,1206
2018,5,77,1,7,894
2018,5,77,1,8,1707
2018,5,77,1,9,3384
2018,5,77,1,12,198
2018,5,77,1,13,3777
2018,5,77,1,14,1335
2018,5,77,1,15,696
2018,5,77,1,16,294
2018,5,77,1,17,327
2018,5,77,1,18,273
2018,5,77,1,99,..C
2018,5,77,1,9999,32952
2018,5,77,1,77,32952
2018,5,77,2,1,1305
2018,5,77,2,2,10803
2018,5,77,2,3,3318
2018,5,77,2,4,2184
2018,5,77,2,5,360
2018,5,77,2,6,1260
2018,5,77,2,7,807
2018,5,77,2,8,1611
2018,5,77,2,9,3165
2018,5,77,2,12,183
2018,5,77,2,13,3663
2018,5,77,2,14,1284
2018,5,77,2,15,663
2018,5,77,2,16,303
2018,5,77,2,17,279
2018,5,77,2,18,282
2018,5,77,2,99,9
2018,5,77,2,9999,31476
2018,5,77,2,77,31470
2018,5,77,9,1,2643
2018,5,77,9,2,22230
2018,5,77,9,3,6762
2018,5,77,9,4,4458
2018,5,77,9,5,738
2018,5,77,9,6,2466
2018,5,77,9,7,1704
2018,5,77,9,8,3318
2018,5,77,9,9,6552
2018,5,77,9,12,381
2018,5,77,9,13,7440
2018,5,77,9,14,2619
2018,5,77,9,15,1359
2018,5,77,9,16,594
2018,5,77,9,17,606
2018,5,77,9,18,558
2018,5,77,9,99,9
2018,5,77,9,9999,64428
2018,5,77,9,77,64419
2018,5,9999,1,1,1338
2018,5,9999,1,2,11427
2018,5,9999,1,3,3444
2018,5,9999,1,4,2271
2018,5,9999,1,5,378
2018,5,9999,1,6,1206
2018,5,9999,1,7,894
2018,5,9999,1,8,1707
2018,5,9999,1,9,3384
2018,5,9999,1,12,198
2018,5,9999,1,13,3780
2018,5,9999,1,14,1335
2018,5,9999,1,15,696
2018,5,9999,1,16,294
2018,5,9999,1,17,327
2018,5,9999,1,18,273
2018,5,9999,1,99,3
2018,5,9999,1,9999,32958
2018,5,9999,1,77,32955
2018,5,9999,2,1,1305
2018,5,9999,2,2,10803
2018,5,9999,2,3,3318
2018,5,9999,2,4,2184
2018,5,9999,2,5,360
2018,5,9999,2,6,1260
2018,5,9999,2,7,807
2018,5,9999,2,8,1611
2018,5,9999,2,9,3165
2018,5,9999,2,12,186
2018,5,9999,2,13,3663
2018,5,9999,2,14,1284
2018,5,9999,2,15,663
2018,5,9999,2,16,303
2018,5,9999,2,17,279
2018,5,9999,2,18,282
2018,5,9999,2,99,9
2018,5,9999,2,9999,31479
2018,5,9999,2,77,31473
2018,5,9999,9,1,2643
2018,5,9999,9,2,22230
2018,5,9999,9,3,6762
2018,5,9999,9,4,4458
2018,5,9999,9,5,738
2018,5,9999,9,6,2466
2018,5,9999,9,7,1704
2018,5,9999,9,8,3318
2018,5,9999,9,9,6552
2018,5,9999,9,12,381
2018,5,9999,9,13,7440
2018,5,9999,9,14,2619
2018,5,9999,9,15,1359
2018,5,9999,9,16,594
2018,5,9999,9,17,606
2018,5,9999,9,18,558
2018,5,9999,9,99,9
2018,5,9999,9,9999,64437
2018,5,9999,9,77,64428
2018,6,1,1,1,915
2018,6,1,1,2,5691
2018,6,1,1,3,2502
2018,6,1,1,4,1494
2018,6,1,1,5,207
2018,6,1,1,6,840
2018,6,1,1,7,696
2018,6,1,1,8,1263
2018,6,1,1,9,2382
2018,6,1,1,12,165
2018,6,1,1,13,2964
2018,6,1,1,14,1128
2018,6,1,1,15,603
2018,6,1,1,16,309
2018,6,1,1,17,282
2018,6,1,1,18,237
2018,6,1,1,99,..C
2018,6,1,1,9999,21678
2018,6,1,1,77,21672
2018,6,1,2,1,909
2018,6,1,2,2,5442
2018,6,1,2,3,2220
2018,6,1,2,4,1512
2018,6,1,2,5,189
2018,6,1,2,6,834
2018,6,1,2,7,687
2018,6,1,2,8,1230
2018,6,1,2,9,2334
